Year,Adjusted_Total,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,dir_numeric,Rating,discrete
2000,3.1242740998838565,154,16,5.38,5,8.5,47.84166666666667,8.1,1
2003,3.1202718006795016,89,18,5.74,2,5.0,17.6,7.6,1
1993,3.115085087972311,180,18,4.5,10,5.0,49.31285714285715,7.9,1
2010,3.109300155235708,107,18,6.78,1,10.4,15.24,7.2,1
2009,3.1090208215832233,104,9,6.67,2,5.0,6.67,7.4,1
1998,3.085731813301978,113,18,5.03,2,5.0,13.9725,6.3,0
1972,3.0848943802311677,106,4,1.29,6,5.7,1.29,7.2,1
2004,3.0812670960910613,80,16,5.82,5,5.5,14.184545454545455,8.1,1
2018,3.078371025347113,98,0,7.73,5,8.5,59.36888888888888,6.4,0
2011,3.0763873195345406,114,18,6.92,2,5.7,9.227500000000001,6.3,0
2006,3.0656029101732045,131,0,6.18,10,5.5,3.195,7.5,1
2019,3.050957841043141,112,1,7.8,0,5.8,6.41,7.5,1
2011,3.049713441041467,87,18,6.86,2,2.9,25.7775,6.3,0
2018,3.0465120755375694,120,18,7.65,1,5.0,3.915,7.3,1
2009,3.0437640127344,170,4,6.53,2,5.0,6.82,8.4,1
2019,3.027488934573578,118,16,7.74,6,8.5,30.334545454545456,6.6,1
2006,3.0209582075978663,94,18,6.09,2,2.9,6.09,6.9,1
2016,3.008195457708189,120,18,7.22,10,5.0,45.03,6.7,1
2015,2.9955657189146763,133,4,7.1,6,10.8,51.888999999999996,5.4,0
2010,2.994650444496928,100,18,6.53,5,9.0,6.29,7.1,1
2009,2.9785072038855764,129,18,6.39,5,9.2,6.39,8.2,1
2008,2.9772064885451863,102,9,6.41,2,0.5,26.18,6.2,0
1992,2.964722651146216,134,0,4.16,5,8.5,9.52125,7.2,1
2006,2.961431937497416,114,16,5.97,5,9.7,28.75714285714286,4.4,0
1988,2.9596222958212954,168,1,3.5,3,5.3,30.334545454545456,7.5,1
2016,2.958197749269825,161,17,7.1,5,1.5,47.43857142857142,7.1,1
2013,2.9404557706444496,95,16,6.85,5,5.5,10.113333333333333,7.1,1
2001,2.936746987951808,93,18,5.2,6,10.3,36.2125,6.3,0
2012,2.9356178499212557,127,4,6.74,5,5.0,3.156,7.9,1
2018,2.9310233824779752,85,18,7.36,2,5.0,7.36,7.3,1
1987,2.930693069306931,128,1,3.33,5,7.3,2.755,8.0,1
2003,2.924575311438278,106,18,5.38,5,8.53,55.82,6.2,0
1999,2.9176046825754165,97,18,4.86,5,5.5,13.933333333333332,7.2,1
2004,2.917144621900644,156,4,5.51,1,2.53,2.8249999999999997,8.2,1
1996,2.9136117309531406,118,18,4.57,5,9.2,17.552,6.5,0
2007,2.8937638986073355,100,9,6.0,2,5.52,3.06,6.6,1
2007,2.888940958776323,112,9,5.99,1,5.0,4.166666666666667,8.0,1
2012,2.883351656747583,101,18,6.62,3,2.7,55.79,6.7,1
2007,2.8792950791142986,106,9,5.97,2,5.7,32.86142857142857,7.3,1
1996,2.8753586228881103,96,4,4.51,2,5.0,58.569,7.2,1
2007,2.8600033197902497,101,9,5.93,6,3.2,5.93,5.4,0
2016,2.858202332393099,83,16,6.86,6,2.2,81.65500000000002,6.2,0
2009,2.84799358618793,105,9,6.11,1,5.0,3.2150000000000003,6.7,1
1968,2.8461907043603256,90,0,0.99,0,2.2,0.99,7.4,1
2015,2.8436778796457634,105,9,6.74,2,5.7,6.74,7.7,1
2015,2.8436778796457634,159,4,6.74,6,5.0,13.465,8.0,1
1993,2.838188635708105,115,1,4.1,1,5.0,28.75714285714286,7.3,1
2013,2.8288472304448065,130,9,6.59,6,1.2,2.07,6.5,0
2001,2.823795180722892,84,9,5.0,3,2.6,5.0,5.7,0
1996,2.8116034427797265,242,9,4.41,5,5.0,63.30800000000001,7.8,1
2001,2.778614457831326,93,4,4.92,2,10.8,4.92,6.0,0
2015,2.767733960011307,158,1,6.56,6,2.53,5.66,7.2,1
2004,2.7583164210712074,106,16,5.21,10,5.0,5.8149999999999995,7.4,1
2007,2.7490757036769686,126,18,5.7,6,1.2,11.459999999999999,7.2,1
2019,2.738039088115639,209,14,7.0,1,10.4,47.43857142857142,7.8,1
2006,2.7282873796039846,100,18,5.5,0,10.3,14.184545454545455,7.0,1
1994,2.7255861022094785,99,1,4.04,5,9.2,2.205,8.1,1
2006,2.7233268570956137,120,9,5.49,3,1.4,3.595,7.3,1
2017,2.721120813480495,119,18,6.67,10,8.52,10.979999999999999,5.1,0
2002,2.7185545517720637,114,18,4.89,5,5.0,4.89,7.7,1
2006,2.7084452895705007,137,20,5.46,5,5.5,20.695,7.5,1
2018,2.70402836508498,115,0,6.79,1,5.0,25.28,6.9,1
2002,2.690757470465601,112,9,4.84,2,5.5,13.9725,6.5,0
2013,2.68719023711449,106,9,6.26,6,5.2,5.783333333333334,6.9,1
2003,2.674518686296716,81,8,4.92,2,0.51,34.144999999999996,1.9,0
2018,2.6721694152754365,94,16,6.71,6,10.4,6.71,6.1,0
1995,2.6643333697910965,104,18,4.06,6,2.8,4.06,5.3,0
1997,2.660159900321877,103,16,4.27,2,7.5,20.836363636363636,6.3,0
2010,2.65528730071014,105,18,5.79,2,5.7,5.725,7.2,1
2004,2.6524309538515833,100,18,5.01,5,7.5,4.8566666666666665,6.2,0
2007,2.6429710273947,99,18,5.48,10,2.53,2.7750000000000004,7.5,1
2008,2.6427932792234183,114,16,5.69,6,10.8,91.25399999999999,7.2,1
2004,2.641842407129621,104,18,4.99,2,8.5,30.712,5.6,0
2005,2.626840196287603,127,1,5.13,1,5.3,36.1,7.8,1
2012,2.617665174781416,98,4,6.01,1,5.7,6.01,6.8,1
2012,2.61330965868361,95,18,6.0,1,2.7,6.0,7.2,1
2002,2.60180681028492,98,18,4.68,2,5.0,27.73,6.9,1
2010,2.5956694511259744,100,18,5.66,6,4.4,5.66,6.2,0
1982,2.5906735751295336,109,1,2.5,2,10.4,47.43857142857142,7.8,1
2016,2.583214935982101,170,4,6.2,6,5.3,4.91,7.0,1
1986,2.5819204744164823,112,0,2.83,1,0.53,3.2,7.0,1
1996,2.5757092763787064,159,18,4.04,5,5.0,1.6,7.8,1
2005,2.5705141881800717,121,18,5.02,3,10.4,3.7249999999999996,7.3,1
2019,2.565933774005513,104,17,6.56,2,7.7,3.355454545454545,5.4,0
2004,2.562428306714903,114,4,4.84,1,2.53,4.84,6.2,0
2011,2.534018456842035,99,18,5.7,1,5.7,11.234166666666665,6.4,0
1999,2.533393366351493,95,18,4.22,3,2.3,4.22,6.8,1
2009,2.5310319432079313,147,18,5.43,10,8.52,7.255,7.3,1
2014,2.5260187677280688,108,18,5.98,9,8.53,5.98,6.3,0
1999,2.5213867627194957,95,9,4.2,2,0.53,13.9725,7.2,1
2013,2.5068995183304508,90,18,5.84,1,10.4,13.933333333333332,5.6,0
2003,2.500566251415628,100,11,4.6,5,5.0,61.185,6.8,1
1983,2.5,94,16,2.49,10,5.7,54.845454545454544,7.1,1
1998,2.4968048668268494,80,9,4.07,2,2.9,4.07,7.6,1
2004,2.4936027530221474,119,1,4.71,0,3.1,5.58,8.2,1
2003,2.4788221970554924,108,18,4.56,6,10.8,8.235,7.1,1
2009,2.4750975356232257,93,9,5.31,2,5.5,13.9725,7.1,1
2002,2.4572619874913135,95,9,4.42,6,2.8,48.93749999999999,3.8,0
2000,2.450638792102207,133,18,4.22,1,5.7,4.166666666666667,7.2,1
2016,2.449887713479799,118,17,5.88,2,5.0,5.88,7.8,1
2015,2.4386436415953283,110,9,5.78,5,8.3,18.2275,5.9,0
2000,2.4274099883855986,140,1,4.18,10,5.1,1.6,7.9,1
2014,2.4246400880868086,125,18,5.74,6,10.4,5.783333333333334,7.0,1
2018,2.4093330793467054,109,8,6.05,3,5.0,6.29,7.1,1
2003,2.4081540203850507,127,4,4.43,3,5.7,75.84222222222222,6.4,0
2017,2.4069884257173797,111,16,5.9,5,5.0,3.3000000000000003,7.6,1
1999,2.4013207263995193,92,18,4.0,2,7.7,4.0,6.2,0
1998,2.3925157200552114,107,16,3.9,6,10.3,91.25399999999999,8.2,1
2011,2.382866478714616,96,18,5.36,2,10.8,4.475,7.3,1
2011,2.378420832299103,107,17,5.35,5,8.5,5.783333333333334,7.1,1
2004,2.37183446571958,106,18,4.48,10,8.7,43.313,6.3,0
1997,2.3673554148063545,134,16,3.8,9,8.5,9.52125,7.6,1
2016,2.3582252480094668,119,18,5.66,2,5.0,5.725,7.3,1
2017,2.3580327289231278,105,16,5.78,2,10.4,33.91166666666667,5.7,0
1984,2.3487887052783574,89,0,2.44,2,5.0,3.355454545454545,7.4,1
2004,2.3453630989146736,106,18,4.43,6,10.4,2.2399999999999998,6.5,0
2010,2.3388540990711073,148,18,5.1,5,5.5,47.84166666666667,7.4,1
2009,2.3352615166614616,127,18,5.01,5,8.53,5.8149999999999995,7.2,1
2009,2.3352615166614616,97,18,5.01,5,9.5,35.696666666666665,7.8,1
2019,2.3312447093098867,109,4,5.96,6,8.3,72.13333333333334,6.0,0
2006,2.3116034889008303,105,18,4.66,2,5.8,37.2525,7.2,1
2019,2.299952834017137,125,0,5.88,6,3.8,5.88,5.9,0
2006,2.2868008763589764,84,18,4.61,2,10.0,4.61,5.9,0
2013,2.2793898017696392,141,4,5.31,6,2.6,5.07,6.0,0
2017,2.268280618133666,161,4,5.56,6,8.54,4.91,5.9,0
2015,2.257222055801904,106,18,5.35,1,2.7,5.35,7.0,1
2002,2.257123002084781,107,16,4.06,2,5.7,4.06,6.9,1
2013,2.236463440154392,126,0,5.21,0,1.2,5.58,7.7,1
2012,2.2343797581744864,125,18,5.13,5,8.5,32.60124999999999,6.4,0
2014,2.2303309521077264,93,18,5.28,2,5.7,5.28,6.8,1
2007,2.2185523222656234,99,18,4.6,10,8.52,15.454999999999998,7.0,1
2007,2.2185523222656234,157,16,4.6,5,5.52,64.43333333333334,7.5,1
1973,2.207207207207207,110,1,0.98,5,8.5,2.8649999999999998,7.2,1
2003,2.2070215175537937,121,18,4.06,2,5.7,4.06,7.7,1
2006,2.1826299036831878,145,16,4.4,5,2.57,63.32285714285714,7.7,1
2019,2.17869681725773,154,4,5.57,5,0.52,4.34,7.9,1
2018,2.178355693227517,98,8,5.47,1,2.7,2.75,7.2,1
2005,2.171111585235758,103,16,4.24,2,9.4,125.1325,7.5,1
2002,2.1681723419041,122,18,3.9,2,5.7,3.9,7.3,1
2016,2.1665673656624076,101,4,5.2,3,2.7,80.2175,7.8,1
1973,2.162162162162162,112,16,0.96,2,10.4,28.06625,7.6,1
2007,2.136562345138416,96,0,4.43,2,5.7,4.43,6.7,1
2008,2.1365288373335187,107,18,4.6,10,5.5,4.6,6.0,0
1994,2.125147579693034,92,1,3.15,2,2.9,18.791818181818183,7.7,1
2010,2.1233126428822016,126,4,4.63,6,10.3,4.63,6.2,0
2000,2.1138211382113825,102,16,3.64,5,5.0,38.455714285714286,8.3,1
1984,2.0985079416011554,145,1,2.18,5,5.0,2.755,8.1,1
2016,2.0915708030048625,106,1,5.02,0,5.8,6.41,8.4,1
2009,2.0695730806341097,119,8,4.44,1,5.7,22.299999999999997,6.9,1
1994,2.057682577163096,99,4,3.05,1,10.4,164.73624999999998,7.3,1
2015,2.037828510191252,158,4,4.83,6,2.7,5.07,5.0,0
2010,2.036178862720729,104,18,4.44,5,5.0,18.61,6.7,1
2010,2.031592874291178,123,0,4.43,2,5.0,10.64,7.3,1
2004,2.0277066972558013,99,9,3.83,2,5.7,13.9725,6.4,0
1997,2.0247118679264875,112,18,3.25,5,5.0,1.945,7.5,1
2016,2.0207407160505144,117,18,4.85,1,5.3,14.873333333333333,6.8,1
1992,2.016866611236489,99,11,2.83,10,8.5,85.19,8.3,1
2010,2.0040769437138706,155,1,4.37,6,8.51,4.37,7.1,1
2000,2.003484320557492,108,16,3.45,5,5.53,3.9475,7.4,1
2004,1.995941057089914,131,18,3.77,5,5.5,6.085,7.0,1
2005,1.9918924685299761,91,18,3.89,2,5.0,3.89,7.2,1
2015,1.991418337081306,99,18,4.72,1,10.4,4.72,6.3,0
1999,1.9870929010956022,116,18,3.31,10,5.0,3.355454545454545,7.5,1
2004,1.9853525103679517,125,18,3.75,10,5.0,4.933333333333334,7.6,1
2011,1.9827583013185046,130,9,4.46,5,8.5,112.40500000000002,6.8,1
2018,1.9792372569178718,111,4,4.97,6,10.3,4.97,6.1,0
2015,1.9787610171422303,106,9,4.69,5,1.5,4.69,6.9,1
1998,1.975359132968662,84,18,3.22,5,8.5,38.455714285714286,7.3,1
1985,1.97087077781221,91,4,2.12,5,9.5,32.093333333333334,6.7,1
2006,1.964366913314869,120,9,3.96,5,5.52,24.239999999999995,7.2,1
1969,1.9627442071785548,85,8,0.72,2,10.0,13.9725,7.2,1
2013,1.9574420896552833,126,16,4.56,6,8.51,12.138,7.1,1
1990,1.9516550800433698,103,16,2.55,10,8.5,2.275,6.9,1
2002,1.9457956914523975,185,1,3.5,5,0.51,5.66,7.5,1
1994,1.9429920728622023,89,4,2.88,10,8.5,20.836363636363636,7.3,1
2007,1.9388218120669143,135,18,4.02,1,0.53,8.407499999999999,6.8,1
2010,1.9352871172706028,107,18,4.22,2,5.7,4.611666666666666,6.1,0
2004,1.9271155033971588,97,9,3.64,2,0.53,3.64,7.8,1
2007,1.924352992573878,98,18,3.99,10,8.7,3.99,5.9,0
1999,1.915053279303617,89,18,3.19,10,5.5,59.36888888888888,6.9,1
1991,1.9090742213791838,125,0,2.6,5,5.52,19.913333333333334,8.1,1
2013,1.905930455716987,116,18,4.44,1,5.7,4.44,7.1,1
2007,1.9050612332498291,97,18,3.95,2,5.7,3.95,6.9,1
2007,1.880946534094768,160,18,3.9,1,10.4,6.386666666666667,7.5,1
1985,1.8779051750852187,84,16,2.02,2,8.3,4.38,7.2,1
1991,1.8650186624242795,115,0,2.54,5,5.0,11.234166666666665,6.9,1
2003,1.8645526613816534,99,18,3.43,2,10.4,3.43,7.5,1
1996,1.8616512591648076,84,18,2.92,2,2.9,13.050000000000002,7.4,1
2005,1.8587582675485381,99,4,3.63,5,9.7,68.11,6.7,1
2005,1.8587582675485381,117,18,3.63,5,9.7,3.156,7.3,1
2014,1.8586091267564386,108,18,4.4,2,5.7,4.4,6.1,0
2011,1.8538345552686468,92,18,4.17,2,5.3,9.227500000000001,6.8,1
2010,1.8435673486795787,165,4,4.02,3,5.7,3.0066666666666664,7.9,1
1999,1.8430136575116312,86,4,3.07,2,10.8,3.07,5.6,0
2011,1.827160676775573,101,16,4.11,6,10.8,3.37,7.6,1
2018,1.819942507870156,89,18,4.57,5,0.52,4.2,7.5,1
2013,1.815785096324967,104,1,4.23,5,5.5,4.23,7.8,1
2015,1.7931203247024474,95,18,4.25,5,5.5,2.355,7.1,1
2011,1.778258566204937,101,19,4.0,5,5.0,25.805,7.2,1
2019,1.7758139228635716,112,9,4.54,1,5.7,4.54,6.8,1
2014,1.769902782070336,111,18,4.19,5,1.5,4.19,7.0,1
2012,1.7683395357092426,86,18,4.06,2,5.7,4.611666666666666,7.4,1
2018,1.7562246082510695,89,4,4.41,6,2.2,4.41,6.2,0
2008,1.7510247210320362,128,9,3.77,5,5.0,3.77,7.5,1
2016,1.7499197953427137,98,18,4.2,2,5.7,7.982000000000001,6.1,0
2012,1.7465619552202125,86,18,4.01,3,2.7,220.16666666666666,6.9,1
2003,1.739524348810872,108,18,3.2,2,5.5,13.9725,6.3,0
2007,1.7362583391644013,162,4,3.6,6,2.7,2.66,6.7,1
2002,1.73453787352328,107,8,3.12,3,2.1,3.12,6.6,1
1971,1.7287507717637374,157,16,0.7,5,4.2,8.324000000000002,7.6,1
2018,1.7243656584415263,95,18,4.33,2,10.4,4.33,7.4,1
1998,1.7238382495782423,134,0,2.81,2,5.0,3.79,7.7,1
2007,1.7217895196713646,106,16,3.57,2,5.7,3.57,6.7,1
2017,1.7216086705978542,105,9,4.22,10,8.52,220.16666666666666,6.6,1
2017,1.7175290291983332,119,18,4.21,1,5.0,50.56666666666667,6.9,1
2002,1.7123002084781098,111,18,3.08,2,10.1,3.3975,7.0,1
2001,1.7112198795180726,95,18,3.03,2,0.53,2.4166666666666665,7.7,1
2005,1.7102624279923186,116,18,3.34,6,10.4,82.03166666666667,6.8,1
1999,1.704937715743659,97,0,2.84,8,9.5,11.234166666666665,6.8,1
2015,1.700299978482556,95,18,4.03,2,10.4,13.9725,6.6,1
2014,1.6727482140807948,150,18,3.96,1,2.53,4.933333333333334,6.8,1
1993,1.6613787135852325,117,18,2.4,10,8.52,41.78600000000001,6.7,1
1972,1.6500597847748104,89,1,0.69,5,7.5,0.69,6.6,1
2013,1.6440796498639771,160,4,3.83,5,0.51,2.275,7.2,1
2013,1.6440796498639771,82,9,3.83,5,5.0,4.2,7.4,1
2019,1.6389119684577897,138,4,4.19,6,2.53,4.19,8.2,1
2001,1.6378012048192774,210,1,2.9,5,0.51,3.0066666666666664,7.4,1
2010,1.6371978693497755,106,18,3.57,1,0.53,3.57,6.5,0
2011,1.635997880908542,148,4,3.68,6,10.8,1.5933333333333335,7.0,1
2008,1.6349090233508667,114,9,3.52,6,2.2,171.522,6.7,1
2015,1.6327942721408166,108,1,3.87,1,5.0,3.87,7.2,1
2001,1.6321536144578315,99,18,2.89,0,5.8,14.184545454545455,7.7,1
2016,1.6290919999500026,92,18,3.91,6,8.3,3.91,5.8,0
2008,1.6209751396291265,118,18,3.49,2,5.7,4.933333333333334,7.0,1
2018,1.612859334108125,107,9,4.05,5,8.51,13.790000000000001,5.4,0
2008,1.5977520000928926,213,4,3.44,6,2.53,1.5766666666666669,7.5,1
1995,1.5881001859345945,102,4,2.42,1,10.4,2.42,7.3,1
2007,1.5867472044030222,118,18,3.29,5,5.0,1.2225000000000001,7.1,1
2000,1.5853658536585369,98,1,2.73,5,5.5,2.07,8.1,1
2016,1.5749278158084423,76,4,3.78,0,6.1,3.78,6.4,0
2016,1.5665948644020484,92,18,3.76,8,9.7,3.76,5.2,0
2016,1.5582619129956545,108,4,3.74,3,5.1,111.91000000000001,7.4,1
2019,1.5489478269911328,107,1,3.96,6,1.2,2.283333333333333,7.0,1
2004,1.5459278214065117,192,1,2.92,5,0.5,2.985,7.8,1
2016,1.5457624858860637,112,9,3.71,5,9.5,8.6825,6.6,1
2015,1.5357548192745667,93,0,3.64,6,8.2,29.957500000000003,6.3,0
2014,1.516456082967185,106,18,3.59,2,5.0,25.130000000000006,6.6,1
2014,1.516456082967185,102,18,3.59,10,5.5,4.475,7.4,1
2011,1.5159654276897088,86,9,3.41,5,5.5,1.72,6.6,1
2015,1.5146592860427732,96,18,3.59,5,0.52,3.59,6.1,0
2010,1.4904462396041374,98,18,3.25,2,5.7,13.9725,6.3,0
2005,1.4900789417537867,95,4,2.91,10,5.0,45.56166666666667,7.2,1
1994,1.484230055658627,102,16,2.2,10,5.0,44.49142857142857,7.9,1
1991,1.4832038181484428,129,18,2.02,2,5.0,3.355454545454545,7.7,1
1997,1.4827120755892431,134,1,2.38,0,3.6,5.58,8.4,1
2013,1.480959475726037,104,18,3.45,2,5.5,3.45,5.8,0
2013,1.480959475726037,98,9,3.45,2,5.5,9.227500000000001,6.8,1
2006,1.4782357074945225,88,8,2.98,1,5.7,34.79,7.0,1
2014,1.4742149664499933,139,18,3.49,5,5.0,1.7750000000000001,8.0,1
2017,1.4727505452270746,87,9,3.61,2,5.7,3.61,5.8,0
2010,1.4721022858859325,129,9,3.21,2,5.0,4.933333333333334,7.4,1
2019,1.4707181387592574,122,17,3.76,5,5.5,3.76,8.1,1
1991,1.4685186318301413,98,18,2.0,5,7.1,2.205,7.7,1
2008,1.4630577907827358,110,18,3.15,5,5.5,18.498,7.0,1
1998,1.460048054802924,110,18,2.38,2,5.7,2.38,7.4,1
1992,1.4538543770043946,81,18,2.04,6,10.8,52.63416666666666,6.8,1
2012,1.4503868605694037,89,9,3.33,2,10.4,17.665,7.0,1
2012,1.4373203122759854,95,18,3.3,2,10.8,3.3,6.4,0
2016,1.4332676418997465,132,4,3.44,5,5.0,35.355714285714285,7.5,1
2008,1.4305453954320084,124,18,3.08,5,5.0,3.08,7.5,1
2008,1.4259007675247615,121,18,3.07,5,9.7,18.325,6.5,0
1992,1.4253474284356809,96,16,2.0,10,8.52,2.275,7.0,1
2017,1.4197152070333017,114,18,3.48,5,5.5,2.75,6.6,1
2011,1.418161206548437,120,18,3.19,5,8.5,5.8149999999999995,7.6,1
2015,1.417619833176523,116,9,3.36,2,5.7,3.36,7.7,1
1994,1.4167650531286893,103,16,2.1,5,9.7,10.331999999999999,7.3,1
1978,1.4103219213081246,132,1,0.92,0,3.7,0.92,6.2,0
2017,1.407476282834739,113,18,3.45,5,9.7,13.225,7.1,1
2016,1.4041023119773681,117,18,3.37,2,2.9,14.184545454545455,6.9,1
2014,1.4024050683707672,107,9,3.32,10,5.5,3.32,6.7,1
2013,1.395106752495542,128,4,3.25,1,10.4,102.07857142857142,6.2,0
1995,1.3912282620584053,94,16,2.12,2,5.5,18.791818181818183,7.0,1
1970,1.3908564069542824,113,4,0.54,5,5.0,17.552,7.9,1
2011,1.3825960352243383,155,1,3.11,2,5.1,4.34,8.2,1
2003,1.3753114382785956,115,16,2.53,5,5.5,17.552,7.1,1
2008,1.3608759768233067,92,18,2.93,2,5.0,2.93,6.4,0
2015,1.3585523401275013,95,17,3.22,10,8.3,1.7400000000000002,7.0,1
1987,1.3553355335533555,107,0,1.54,2,5.0,7.32,7.6,1
2016,1.3499381278358078,106,9,3.24,2,0.53,9.616666666666667,7.9,1
2011,1.3470308639002397,135,1,3.03,5,7.5,1.6,7.1,1
2012,1.345854474222059,92,18,3.09,2,5.7,22.784999999999997,6.6,1
2006,1.334380554751767,106,16,2.69,5,5.0,2.69,7.1,1
2017,1.3299630962438402,143,4,3.26,6,10.4,3.26,6.6,1
2012,1.328432409830835,198,4,3.05,5,5.5,2.985,6.7,1
1999,1.3267297013357346,85,18,2.21,2,5.7,2.21,6.7,1
1992,1.3255731084451834,139,18,1.86,5,8.53,10.331999999999999,7.2,1
2011,1.324802631822678,102,18,2.98,5,9.7,2.98,6.8,1
2018,1.3181640483698502,121,16,3.31,10,8.52,1.4233333333333336,7.9,1
2014,1.3179228353363837,84,18,3.12,2,5.7,3.12,6.7,1
1986,1.3137687219645706,107,0,1.44,2,10.4,3.355454545454545,7.7,1
2014,1.3136987236846644,122,17,3.11,2,8.52,3.11,8.1,1
2006,1.3095779422099127,152,4,2.64,6,10.8,2.64,6.5,0
1973,1.306306306306306,123,0,0.58,2,5.0,6.716666666666666,7.9,1
1996,1.30060567421103,100,0,2.04,5,5.0,11.234166666666665,6.4,0
2003,1.293771234428086,103,18,2.38,5,5.5,1.31,8.0,1
2008,1.2912065582146048,110,18,2.78,1,2.7,2.78,6.4,0
1998,1.2882776954143447,177,1,2.1,2,5.1,3.0066666666666664,7.5,1
2013,1.2706203038113244,93,18,2.96,2,2.9,2.96,6.7,1
2015,1.2615128872612513,106,18,2.99,1,5.0,10.113333333333333,7.2,1
2016,1.2582756623654752,109,18,3.02,2,5.8,1.53,6.2,0
2018,1.250463780024571,122,18,3.14,5,4.0,2.426666666666667,6.9,1
2014,1.2503370489088768,92,18,2.96,5,9.7,2.96,6.3,0
2010,1.242802864408373,97,18,2.71,5,5.0,2.71,6.4,0
2004,1.2388599664696018,105,4,2.34,6,10.4,85.06199999999998,7.3,1
2010,1.238216875978822,133,16,2.7,3,2.53,50.885000000000005,7.3,1
1999,1.2366801740957527,101,16,2.06,3,4.6,2.06,6.9,1
2016,1.2332768081462935,120,18,2.96,6,1.2,1.49,7.2,1
2017,1.2320517026553366,98,19,3.02,2,5.0,3.02,6.6,1
1993,1.2252668012691088,131,0,1.77,2,5.0,4.933333333333334,7.7,1
2013,1.2234013060345523,141,0,2.85,5,5.0,1.8966666666666667,7.7,1
1981,1.2207863623865824,124,0,1.11,5,8.0,1.11,7.3,1
2012,1.2195445073856848,151,1,2.8,2,5.7,2.8,8.1,1
2003,1.2067950169875425,94,1,2.22,5,1.5,18.543333333333333,7.2,1
2009,1.1792837599108776,96,18,2.53,3,10.4,43.68000000000001,7.5,1
2008,1.1658016047189417,97,18,2.51,10,5.0,2.51,7.1,1
2019,1.1617108702433498,150,4,2.97,6,2.7,4.91,4.7,0
2006,1.160762266958786,105,1,2.34,2,5.52,55.695,6.3,0
2017,1.154538516064438,92,4,2.83,2,10.4,2.83,6.6,1
1960,1.1496196111580728,90,1,0.34,10,5.0,0.14333333333333334,7.7,1
2014,1.1489583692676166,110,9,2.72,1,5.0,2.72,7.4,1
2015,1.139158794516849,124,18,2.7,2,0.53,1.8966666666666667,7.3,1
2018,1.1389574556911697,116,18,2.86,1,10.4,2.86,7.0,1
2011,1.1336398359556472,80,18,2.55,2,5.0,10.331999999999999,7.1,1
2006,1.1309991319085606,117,18,2.28,3,5.8,44.866,7.8,1
2015,1.1307205812241314,105,4,2.68,6,1.2,2.283333333333333,7.0,1
2008,1.1286445814609678,186,4,2.43,6,5.5,1.57,7.3,1
2013,1.1203780381579584,108,18,2.61,5,8.5,4.8566666666666665,6.3,0
2010,1.1143951883809395,103,18,2.43,5,2.5,17.015,7.1,1
2002,1.111883252258513,92,18,2.0,2,7.7,1.07,6.9,1
2014,1.110941364402144,150,16,2.63,6,10.8,3.37,7.9,1
2009,1.1093657504299959,106,0,2.38,2,2.9,5.209999999999999,7.4,1
2004,1.1065031324450718,126,1,2.09,1,5.0,19.93,8.0,1
2006,1.1012359968583356,144,1,2.22,2,5.7,6.82,8.0,1
2006,1.1012359968583356,147,18,2.22,10,5.8,7.982000000000001,7.5,1
2013,1.0946222211888097,85,1,2.55,0,3.6,2.55,7.1,1
2006,1.0913149518415939,167,4,2.2,2,10.4,1.915,8.1,1
2006,1.0913149518415939,120,4,2.2,5,8.3,12.138,7.1,1
2016,1.0874501585344005,132,4,2.61,2,5.1,2.61,7.7,1
2001,1.073042168674699,131,16,1.9,5,0.5,3.156,7.5,1
2003,1.070894677236693,95,4,1.97,2,0.53,3.355454545454545,7.0,1
2009,1.0627537441094075,99,9,2.28,2,5.7,2.28,7.2,1
2018,1.0593100811673117,133,18,2.66,10,5.5,2.7199999999999998,6.9,1
2005,1.0548325154683165,110,18,2.06,10,5.5,171.522,7.2,1
1997,1.0528501713217735,106,18,1.69,2,10.4,1.69,6.9,1
2006,1.041709726757885,168,1,2.1,6,5.7,2.1,7.1,1
2014,1.0391314663229179,146,4,2.46,6,10.3,2.46,5.3,0
2015,1.0379002350042401,84,18,2.46,2,5.0,4.611666666666666,6.7,1
2014,1.0349073546711989,112,16,2.45,1,10.4,19.35,6.9,1
2009,1.0347865403170549,144,4,2.22,5,9.7,3.156,7.8,1
2014,1.0306832430194794,115,4,2.44,1,2.53,48.411,7.0,1
2017,1.0280696326792875,89,16,2.52,10,5.0,2.13,6.8,1
2014,1.0264591313677605,122,18,2.43,5,4.0,3.7249999999999996,6.6,1
2012,1.023546282984414,132,4,2.35,6,3.3,5.265,5.5,0
2010,1.0226754197899157,91,9,2.23,5,5.0,2.4166666666666665,7.0,1
2010,1.0226754197899157,90,8,2.23,0,5.8,4.615,7.5,1
2008,1.0218181395942918,111,18,2.2,10,5.5,0.92,6.6,1
2012,1.0191907668866078,118,18,2.34,5,1.5,8.15,7.4,1
2005,1.01898869212716,130,9,1.99,10,5.0,10.331999999999999,6.8,1
1998,1.012218189254128,105,18,1.65,5,5.0,4.8566666666666665,8.1,1
2016,0.9999541687672648,124,4,2.4,5,5.0,2.7199999999999998,7.7,1
2013,0.9958915894737406,101,18,2.32,10,5.5,20.836363636363636,6.9,1
2006,0.9871439791658052,101,0,1.99,2,5.7,2.4166666666666665,6.4,0
1994,0.9849890369370886,92,1,1.46,2,5.7,2.205,7.6,1
