Year,Rating,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,dir_numeric,Adjusted_Total,discrete
2002,5.5,104,1,35.08,2,7.0,35.08,19.502432244614315,0
1999,7.8,108,8,32.48,1,5.1,99.68375,19.498724298364095,0
1985,7.2,117,0,20.97,5,5.5,23.296666666666667,19.49488689185002,0
2011,7.0,112,8,43.85,1,5.1,43.85,19.49415953202162,0
2000,7.2,123,4,33.52,5,5.0,59.965,19.465737514518008,0
1997,5.5,88,4,31.24,6,2.0,84.20769230769231,19.462153462776453,0
2010,6.1,107,4,42.4,5,0.52,92.50999999999999,19.44459094129705,0
1992,7.7,85,0,27.28,2,5.1,23.995,19.44173892386269,0
2003,5.6,88,9,35.76,6,10.3,84.20769230769231,19.439184597961493,0
2008,6.0,97,4,41.85,5,5.5,41.85,19.437767791827774,0
2005,5.9,118,9,37.92,6,2.2,21.6,19.41711115852357,0
1984,7.3,102,1,20.16,3,5.1,83.96444444444444,19.40638536820151,0
2007,8.2,158,16,40.22,5,5.0,19.08125,19.39786400033117,0
2009,7.0,123,16,41.6,8,9.7,61.76714285714286,19.39059462936463,0
2004,4.5,97,1,36.61,6,10.3,92.25999999999999,19.38233477455219,0
1993,6.2,84,4,27.98,6,10.3,27.98,19.36890683588117,0
1995,6.2,95,9,29.41,3,2.1,36.47,19.300010937329102,0
1997,4.5,102,1,30.88,6,10.3,88.5575,19.237877686636903,0
2015,7.2,116,4,45.45,6,2.2,91.25399999999999,19.17583970770029,0
2013,6.3,119,4,44.67,2,2.9,104.32916666666667,19.175205733531037,0
2016,6.0,98,18,46.01,2,5.5,46.01,19.169954710409108,0
2007,6.2,100,14,39.69,6,10.8,19.855,19.14224818928752,0
1994,9.3,142,16,28.34,5,5.0,64.31666666666668,19.11958171698431,0
1981,6.6,109,4,17.37,6,10.6,37.27,19.103656860049494,0
2013,7.5,115,9,44.47,2,5.0,44.47,19.089353010300538,0
2007,6.6,113,16,39.57,6,8.4,113.70333333333332,19.084372911315377,0
2019,5.9,89,9,48.79,2,7.1,41.91,19.084132444166006,0
1999,5.7,82,16,31.77,6,8.2,32.2225,19.072489869428182,0
2006,7.0,125,9,38.43,1,10.4,38.43,19.063287999669296,0
2018,7.2,132,18,47.84,1,2.7,99.8057142857143,19.05165198610684,0
2014,6.4,97,9,45.09,5,2.5,61.357777777777784,19.046519437601777,0
2006,6.5,112,4,38.36,2,5.5,46.906666666666666,19.0285643421107,0
2015,8.1,129,16,45.06,1,10.4,17.6,19.0112945484923,0
2019,5.7,117,4,48.55,6,3.8,64.43333333333334,18.99025681828775,0
2016,5.9,103,9,45.54,6,3.7,19.913333333333334,18.974130352358852,0
2000,6.3,135,4,32.6,6,8.52,49.31285714285715,18.93147502903601,0
2009,6.1,125,9,40.57,2,10.2,67.60000000000001,18.910490964262575,0
2008,5.3,100,16,40.69,6,10.7,48.54600000000001,18.89899095458715,0
2000,7.9,122,16,32.53,3,2.7,56.22375,18.890824622531944,0
2001,4.9,95,9,33.42,3,2.5,35.8,18.87424698795181,0
2003,5.8,101,16,34.71,6,10.4,47.48,18.868403171007927,0
2007,7.2,113,18,39.02,10,8.52,35.51833333333334,18.819111220609706,0
2010,5.7,87,9,41.03,8,9.7,41.03,18.81631052644854,0
1966,8.8,161,16,6.1,3,4.0,8.324000000000002,18.793324775353017,0
2001,8.3,122,1,33.23,2,5.5,22.1025,18.766942771084338,0
2015,7.4,129,8,44.47,1,5.3,25.255000000000003,18.762367256357138,0
2003,7.3,109,16,34.47,1,10.4,164.46666666666667,18.73793884484711,0
2011,7.0,95,16,42.07,8,9.7,29.955,18.702834470060424,0
2017,4.6,90,18,45.83,6,2.2,37.10999999999999,18.696996534004658,0
2006,8.2,118,4,37.63,5,7.6,50.385555555555555,18.666446198999626,0
2018,6.6,140,16,46.87,6,8.52,211.64000000000001,18.665362219666125,0
2002,5.4,97,16,33.56,6,2.2,86.11833333333334,18.657400972897847,0
2014,7.2,102,9,44.13,2,5.0,106.87,18.641004719036737,0
2008,6.0,101,16,40.08,10,9.7,46.47666666666667,18.615668652245095,0
2003,6.0,94,18,34.24,6,10.4,22.919999999999998,18.61291053227633,0
1998,6.2,82,4,30.32,2,0.52,30.32,18.600276059506157,0
2006,6.2,115,9,37.44,2,5.7,55.821538461538466,18.572196271340577,0
2006,5.2,95,2,37.38,0,2.2,37.38,18.542433136290352,0
1992,7.4,142,1,25.97,5,5.5,23.296666666666667,18.50813635823732,0
1991,6.3,102,0,25.2,2,2.9,48.19222222222222,18.50333476105978,0
1996,5.3,81,4,29.0,6,2.0,29.0,18.48900223143131,0
2001,4.6,116,1,32.72,6,5.3,43.313,18.478915662650603,0
2015,7.0,108,16,43.77,5,9.7,25.28,18.46702979111203,0
1998,7.4,124,18,30.08,1,2.53,21.560000000000002,18.453044322887376,0
2012,5.3,95,16,42.35,6,8.3,39.07363636363636,18.44561067420848,0
1996,6.7,79,1,28.93,0,3.1,59.76666666666667,18.444373605355437,0
2005,6.6,108,18,36.02,10,8.52,33.242000000000004,18.444207382120755,0
2020,8.2,117,4,47.7,0,3.6,47.7,18.430425786625644,0
1990,6.2,108,16,24.08,6,10.4,27.09,18.429746795076216,0
2013,6.4,112,4,42.93,6,8.52,37.333333333333336,18.42828704142573,0
2013,6.4,112,4,42.93,6,8.52,37.333333333333336,18.42828704142573,0
2014,6.4,132,4,43.58,6,8.5,43.58,18.408678578192177,0
1999,7.3,130,18,30.65,3,2.7,18.791818181818183,18.40012006603632,0
2009,7.2,112,18,39.46,5,0.52,35.7975,18.393097694104046,0
2017,6.6,96,9,45.02,2,10.0,25.130000000000006,18.36654558064346,0
2015,7.1,121,4,43.48,6,1.3,54.2675,18.344675698367624,0
2005,6.8,136,4,35.82,6,8.51,178.96230769230772,18.34179645828888,0
2002,5.7,85,18,32.98,2,5.0,32.98,18.334954829742873,0
2003,5.5,136,16,33.72,5,8.3,35.18833333333333,18.330237825594562,0
2006,6.6,102,4,36.9,6,8.52,73.61999999999999,18.30432805588855,0
2008,7.0,128,16,39.39,6,8.52,77.35947368421053,18.29518932664507,0
1988,5.7,110,1,21.63,2,5.1,21.63,18.290465788175606,0
1997,3.6,93,0,29.34,2,0.5,29.34,18.278475755373275,0
1998,6.6,108,18,29.75,10,5.5,15.18,18.25060068503655,0
1997,6.1,109,9,29.29,2,5.7,82.61,18.24732634202056,0
2008,6.2,110,0,39.26,10,8.52,32.7025,18.23480916385086,0
2014,6.1,116,17,43.14,2,4.0,114.48,18.222817665516537,0
2004,8.3,108,4,34.4,5,2.5,37.2525,18.212300361775345,0
2011,7.1,101,16,40.96,5,8.5,33.91166666666667,18.209367717938555,0
1997,6.3,92,18,29.21,2,2.9,34.775000000000006,18.197487280656215,0
2004,5.6,175,4,34.3,6,1.2,50.368,18.15935762816553,0
2015,6.3,101,18,43.04,2,7.0,37.10999999999999,18.159035005927844,0
2005,5.8,94,9,35.42,2,2.5,35.42,18.13697461062513,0
2018,6.5,130,16,45.5,6,2.53,45.5,18.1197777041777,0
2002,8.5,150,7,32.57,1,0.53,10.331999999999999,18.10701876302988,0
2002,6.7,112,1,32.54,2,5.7,22.22,18.090340514246,0
2010,6.4,119,4,39.44,5,0.5,39.44,18.087138366149897,0
2017,5.6,89,4,44.31,3,8.3,32.71,18.076891041277474,0
1985,6.1,93,0,19.44,2,7.7,32.2225,18.07251317012706,0
2013,6.4,119,16,42.03,6,3.8,33.712,18.0419497868885,0
1995,7.2,91,18,27.47,2,5.0,88.98444444444445,18.02690582959641,0
2006,6.4,93,1,36.32,2,2.9,32.96333333333333,18.016617750403043,0
2006,6.1,108,4,36.28,6,10.8,76.605,17.996775660369558,0
2004,7.2,104,16,33.99,5,5.5,62.83888888888888,17.995235153975116,0
2015,6.6,111,8,42.65,3,5.1,53.09,17.99448984671985,0
2009,6.3,89,4,38.58,6,8.51,79.0425,17.98291203848287,0
1995,6.7,100,9,27.4,2,5.7,27.4,17.98096904735863,0
2015,6.2,98,9,42.59,2,5.8,76.545,17.969175206841705,0
2016,7.1,114,16,43.03,1,10.3,137.317,17.928344950856424,0
2012,5.7,110,16,41.15,2,5.7,36.326,17.92294874247176,0
2015,7.2,112,7,42.48,5,7.3,22.784999999999997,17.922765033731753,0
2020,5.4,151,4,46.37,6,3.7,164.46666666666667,17.916537604315113,0
2018,7.0,140,16,44.95,6,10.4,44.95,17.900747424237093,0
2011,6.8,111,7,40.26,6,5.2,37.95,17.89817246885269,0
2018,7.3,141,4,44.94,1,2.53,69.71,17.896765055510897,0
2019,7.2,116,4,45.73,5,5.5,45.73,17.887218214218308,0
2014,7.7,119,16,42.34,2,5.0,47.84166666666667,17.884888733379004,0
1999,6.1,121,9,29.76,6,2.5,29.76,17.86582620441243,0
2012,7.6,109,16,41.0,6,10.7,82.03166666666667,17.85761600100467,0
2002,5.9,96,18,32.12,2,10.0,51.56125,17.856845031271714,0
1973,7.0,97,1,7.92,10,9.5,19.48,17.837837837837835,0
2004,6.4,124,16,33.68,6,10.4,17.435,17.831112679784695,0
2000,6.7,126,1,30.7,5,7.4,32.60124999999999,17.8281068524971,0
1989,6.4,109,1,22.1,6,10.4,22.1,17.827372949717667,0
1994,6.2,100,1,26.37,2,5.5,33.21,17.79052116714454,0
1991,6.4,102,16,24.2,2,8.5,49.552499999999995,17.76907544514471,0
2009,6.3,99,18,38.11,6,8.5,41.54333333333334,17.76383560877611,0
2002,6.1,115,16,31.95,10,9.7,39.935,17.762334954829743,0
2019,5.6,99,17,45.37,8,9.7,72.745,17.746404775400933,0
2007,6.7,122,18,36.79,6,10.4,37.714999999999996,17.74359563829398,0
2005,6.5,113,16,34.64,6,10.4,34.64,17.737572007680814,0
2003,4.9,86,9,32.55,7,8.5,97.7425,17.694224235560586,0
2006,6.6,109,18,35.66,6,10.3,43.730000000000004,17.689223264850558,0
2007,7.6,123,4,36.61,1,10.4,36.586666666666666,17.656782721335755,0
2001,7.1,111,4,31.25,5,5.5,68.11,17.648719879518076,0
2006,7.9,109,16,35.55,6,5.4,101.495,17.634657517258482,0
2000,8.2,104,4,30.33,2,10.0,91.25399999999999,17.61324041811847,0
2001,6.2,93,18,31.16,2,7.0,62.77,17.597891566265066,0
2002,6.8,96,18,31.6,5,8.5,17.015,17.567755385684503,0
1992,6.5,76,1,24.65,0,3.1,24.65,17.567407055469765,0
2018,7.3,127,16,44.07,5,8.5,35.7,17.550298976332115,0
2000,5.7,117,18,30.21,6,10.7,30.21,17.543554006968645,0
2008,7.2,114,9,37.77,5,5.0,37.77,17.54275960567109,0
2017,7.5,120,4,42.87,2,5.7,42.87,17.48942267974645,0
2009,7.3,134,4,37.49,6,1.2,62.776666666666664,17.474841169588462,0
1997,7.3,107,1,28.01,6,10.3,28.01,17.449901360191053,0
2006,5.0,93,8,35.09,2,0.5,47.72666666666667,17.406473481873423,0
1999,7.8,157,4,28.97,1,8.52,51.888999999999996,17.39156536094852,0
2011,5.8,112,9,39.05,2,5.7,48.4425,17.360249252575695,0
2004,7.2,98,16,32.79,6,2.0,28.47,17.35992235065737,0
1999,7.3,127,4,28.87,1,5.0,89.905,17.331532342788535,0
1993,8.1,133,4,25.01,1,10.4,22.675,17.312950677819444,0
1997,6.9,117,16,27.78,6,5.2,44.49142857142857,17.306614058768563,0
2004,6.2,103,18,32.68,10,9.7,48.78666666666667,17.301685343686575,0
1991,6.5,109,0,23.56,2,10.0,48.604000000000006,17.299149482959063,0
2009,7.1,127,4,37.02,10,5.5,15.070000000000002,17.2557647398817,0
2006,6.6,118,9,34.74,5,0.5,34.74,17.23285519408044,0
1974,8.2,130,4,8.49,5,9.7,10.331999999999999,17.218184890992056,0
2005,7.4,129,1,33.58,5,9.2,18.325,17.194794111371873,0
2010,5.3,104,9,37.49,2,5.5,37.49,17.192870622387417,0
2013,5.0,86,18,40.04,2,7.7,40.04,17.187715190745077,0
2009,6.6,122,18,36.84,1,10.4,35.214000000000006,17.17186312850464,0
1993,6.7,115,4,24.76,5,5.0,117.84400000000001,17.139890395154314,0
1985,6.9,121,1,18.43,3,2.7,73.61999999999999,17.133560582584444,0
2011,3.5,89,8,38.54,6,2.2,52.63416666666666,17.133521285384568,0
2016,6.5,98,16,41.01,10,5.5,20.99,17.08671685881064,0
1996,4.3,88,9,26.76,2,2.9,26.76,17.060886197003512,0
2001,6.5,132,9,30.17,1,2.7,76.1925,17.03878012048193,0
2006,7.5,143,16,34.3,5,5.0,47.84166666666667,17.01459220371212,0
2001,6.8,104,1,30.09,2,2.9,18.791818181818183,16.993599397590366,0
2011,6.2,111,16,38.18,2,8.5,49.552499999999995,16.97347801442612,0
2007,6.4,98,4,35.19,10,9.7,54.09571428571428,16.971925265332022,0
2003,5.5,135,4,31.19,6,3.8,41.185,16.954926387315968,0
2004,6.5,94,9,32.0,6,10.8,33.010000000000005,16.941674755139854,0
1986,6.9,90,1,18.56,3,2.1,81.20749999999998,16.93301908309891,0
1994,6.7,191,4,25.05,6,1.3,35.18833333333333,16.899983133749366,0
2018,6.8,129,17,42.4,10,8.52,25.805,16.8852433990579,0
1972,7.7,109,1,7.06,3,8.52,18.58666666666667,16.883220406536466,0
2006,5.5,105,16,34.02,6,10.7,33.010000000000005,16.875697573477737,0
2003,6.9,108,9,31.04,2,5.0,26.439999999999998,16.87338618346546,0
2008,6.4,105,16,36.32,6,8.51,39.07363636363636,16.869288559120307,0
2002,5.2,101,16,30.34,5,7.7,30.34,16.86726893676164,0
2011,4.4,107,1,37.92,6,10.3,47.72666666666667,16.857891207622803,0
2007,5.6,101,16,34.93,2,5.5,34.93,16.846528829725706,0
2005,6.5,130,4,32.88,2,5.7,61.41166666666667,16.83635587796031,0
1995,7.1,104,16,25.63,6,10.8,52.63416666666666,16.81942469648911,0
2017,6.4,136,4,41.19,6,3.7,30.334545454545456,16.804042924626923,0
2000,5.3,97,18,28.93,10,5.5,28.93,16.80023228803717,0
1995,6.3,89,1,25.59,2,2.9,26.686666666666667,16.793175106638955,0
2012,5.9,123,16,38.52,2,5.1,83.56777777777778,16.77744800874878,0
2002,5.6,116,9,30.16,6,2.56,54.09571428571428,16.767199444058374,0
1989,7.3,100,1,20.78,2,5.7,56.22375,16.762570583490188,0
1994,7.5,133,1,24.82,1,2.53,32.60124999999999,16.744813627930508,0
2009,5.6,92,1,35.92,6,2.2,59.581999999999994,16.74303267035523,0
2011,5.4,100,9,37.66,7,8.5,61.185,16.74230440081948,0
1991,6.7,118,18,22.77,2,5.7,74.53916666666667,16.71908462338616,0
2002,6.1,104,4,30.06,5,7.5,127.26000000000002,16.711605281445447,0
2016,7.1,124,17,40.1,6,5.7,129.74625,16.70756756981972,0
2005,6.2,96,4,32.62,2,5.5,24.515,16.70322167697887,0
2011,6.7,109,4,37.52,6,8.51,22.064000000000004,16.68006535100231,0
2006,7.1,135,1,33.6,6,5.2,62.776666666666664,16.66735562812616,0
2003,5.8,79,1,30.61,3,8.3,30.61,16.639637599093994,0
2011,6.9,104,1,37.41,3,2.8,47.449999999999996,16.631163240431672,0
2014,6.1,126,4,39.32,6,8.54,57.394999999999996,16.60920701455981,0
1960,7.7,128,0,4.91,6,3.5,8.504999999999999,16.601859678782755,0
2008,7.8,141,16,35.74,1,10.4,62.776666666666664,16.599900140499997,0
1998,6.0,91,18,27.05,6,10.3,27.05,16.59424364807525,0
2011,6.5,137,16,37.31,1,5.7,62.776666666666664,16.58670677627655,0
1983,6.1,116,1,16.52,6,3.7,29.409999999999997,16.5863453815261,0
2011,6.3,112,4,37.24,2,7.0,85.214,16.555587251367964,0
1990,5.9,120,4,21.63,6,10.4,62.776666666666664,16.55462720836788,0
1997,5.1,98,16,26.57,2,7.7,26.57,16.552798255632855,0
2017,6.3,107,1,40.56,6,10.4,97.94500000000001,16.547025516457104,0
2017,7.8,103,1,40.44,3,2.1,58.355,16.49806981966285,0
2003,5.3,94,1,30.31,5,0.52,30.31,16.476557191392978,0
1993,5.8,102,16,23.8,6,9.4,26.925,16.47533890972022,0
2011,6.1,83,16,37.05,6,10.3,89.05600000000001,16.47111996947323,0
2013,6.2,128,4,38.36,6,5.8,38.36,16.466552315608922,0
1996,6.9,108,1,25.81,2,0.53,30.71,16.455211985973865,0
1997,7.9,155,17,26.4,5,5.0,19.08125,16.44689025023362,0
2021,5.4,103,16,44.54,6,8.6,44.54,16.43725914054982,0
1996,7.2,108,16,25.75,6,8.6,52.63416666666666,16.416958877908833,0
2012,5.9,105,16,37.52,6,7.7,40.076,16.341896398968178,0
2010,6.3,105,16,35.61,6,10.4,17.906666666666666,16.330704797631793,0
2008,5.9,98,1,35.16,0,3.6,35.16,16.330511721879677,0
1987,7.0,95,0,18.55,5,5.5,35.80428571428572,16.325632563256328,0
2003,5.3,116,1,30.01,6,10.3,52.75,16.31347678369196,0
2011,6.4,108,16,36.67,6,8.52,74.375,16.302185405683762,0
1999,2.5,97,1,27.14,2,10.1,34.44,16.29296112862074,0
2012,7.2,116,18,37.4,1,10.4,12.9975,16.289630205794502,0
2014,5.1,94,16,38.54,2,5.5,153.25499999999997,16.279726305725713,0
1998,6.8,108,16,26.53,2,5.7,65.13499999999999,16.27524155206789,0
2018,7.5,110,16,40.83,2,5.7,47.099999999999994,16.260011509045615,0
2005,6.1,90,4,31.73,2,5.5,31.73,16.247493065927028,0
1996,5.7,101,16,25.48,6,3.8,16.52,16.244819891616196,0
2013,7.2,121,16,37.74,2,5.0,18.61,16.200408873594387,0
2013,7.6,98,9,37.71,1,2.7,28.415,16.18753096510981,0
2011,6.0,110,4,36.39,6,3.7,146.73777777777778,16.177707306049413,0
2012,5.8,95,9,37.13,2,5.0,75.548,16.17203127115374,0
2015,7.5,117,1,38.32,5,5.5,19.215,16.167616668846538,0
1998,6.8,111,16,26.33,5,5.5,101.495,16.152548438218904,0
2005,7.4,93,8,31.5,1,2.53,33.91166666666667,16.129720503520375,0
2005,7.4,96,4,31.49,6,10.4,11.234166666666665,16.124599957328776,0
2002,5.8,88,4,28.97,2,2.9,28.97,16.105628908964558,0
1985,7.3,116,0,17.31,6,10.4,22.919999999999998,16.092345832042145,0
1997,6.1,107,16,25.83,6,10.4,25.83,16.091786938012667,0
2012,5.5,116,1,36.93,2,2.9,70.25500000000001,16.08492094919762,0
2010,6.8,115,16,35.05,6,8.52,123.30999999999999,16.073889445576924,0
2007,6.4,90,1,33.3,2,0.5,33.3,16.06038963727071,0
1993,7.1,98,4,23.2,2,5.7,47.26,16.059994231323913,0
2007,7.0,110,9,33.23,1,10.4,18.543333333333333,16.026629058453622,0
2014,7.1,115,17,37.88,3,1.2,19.540000000000003,16.000934936712248,0
1995,7.4,132,18,24.36,10,5.5,49.31285714285715,15.986000218746579,0
2017,6.7,126,16,39.18,6,5.2,91.25399999999999,15.984035003323207,0
1988,6.0,99,16,18.87,6,10.4,67.1,15.956592206327958,0
2007,7.7,157,4,33.08,10,5.5,86.519,15.95428496098844,0
1999,6.7,112,4,26.49,2,5.7,71.06,15.902746510580817,0
1993,7.8,134,1,22.95,5,5.5,23.296666666666667,15.886933948658784,0
2008,7.6,124,4,34.19,5,5.5,32.43,15.879982814876742,0
2005,5.4,117,18,30.98,1,10.4,22.675,15.863452101557495,0
1996,6.4,101,16,24.88,5,7.7,12.445,15.862288810965893,0
2013,6.3,111,16,36.92,2,10.8,30.334545454545456,15.848412708349358,0
2000,7.4,113,18,27.29,2,0.53,28.415,15.847851335656216,0
2007,5.3,90,9,32.84,2,10.5,26.590000000000003,15.83853440504415,0
2011,6.1,98,4,35.61,2,5.7,30.71,15.830946885639449,0
2015,7.0,123,4,37.45,2,5.7,35.214000000000006,15.80055439061333,0
2009,4.8,99,9,33.86,2,5.5,16.93,15.782825340151115,0
1995,5.5,106,4,24.05,6,10.6,24.05,15.782565897407853,0
1993,7.5,114,1,22.75,1,5.3,25.68,15.74848572252668,0
1982,4.5,115,16,15.17,2,0.5,15.17,15.72020725388601,0
1986,7.4,125,4,17.22,3,2.53,25.96,15.710484300159655,0
2001,6.9,152,4,27.81,5,5.5,64.31666666666668,15.705948795180724,0
2006,7.6,111,4,31.57,6,2.53,123.30999999999999,15.66036955892687,0
2018,5.8,103,16,39.28,2,5.7,91.24777777777778,15.642744356485716,0
1996,6.9,107,1,24.51,3,5.1,24.51,15.626394644564876,0
1997,6.6,155,18,25.08,10,5.5,62.776666666666664,15.62454573772194,0
1993,7.3,111,1,22.55,2,5.7,63.30800000000001,15.610037496394579,0
1996,8.0,135,18,24.48,5,5.0,24.48,15.607268090532358,0
2011,7.8,100,16,35.06,6,5.0,7.192000000000002,15.586436332786274,0
2012,6.8,111,4,35.76,5,2.5,35.76,15.575325565754316,0
2021,6.1,110,16,42.2,6,3.7,42.2,15.573694111612088,0
2011,6.2,90,18,35.03,3,2.0,41.91,15.573099393539735,0
2011,7.6,100,17,35.01,2,5.7,37.10999999999999,15.56420810070871,0
2008,5.8,91,18,33.47,2,2.5,33.47,15.545569605554974,0
2004,4.6,89,8,29.33,2,0.5,29.33,15.528103767757873,0
2009,6.5,108,18,33.31,1,10.3,59.36888888888888,15.526459305387883,0
2008,7.5,104,9,33.42,5,9.0,36.41,15.52234646601874,0
1992,7.5,124,4,21.71,2,10.4,28.06625,15.472146335669319,0
2007,6.2,93,1,32.06,2,7.1,32.06,15.462345098225198,0
1998,7.0,124,16,25.19,6,10.4,35.51833333333334,15.453197689279689,0
2001,6.0,97,16,27.34,2,5.5,15.24,15.440512048192772,0
2010,6.3,80,4,33.58,8,9.7,27.356666666666666,15.399749146432901,0
2014,7.0,124,8,36.45,1,5.3,32.86142857142857,15.396886970516407,0
2012,5.7,102,18,35.35,2,7.5,24.635,15.39674940574427,0
2012,6.9,87,1,35.29,0,2.7,105.07529411764706,15.370616309157434,0
2016,6.3,107,4,36.87,6,2.53,71.916,15.361795917687108,0
2000,4.0,90,18,26.44,3,7.7,26.44,15.354239256678284,0
1971,8.3,136,16,6.21,10,7.5,27.401428571428575,15.336488989504012,0
1995,8.5,106,16,23.34,10,5.5,135.857,15.316635677567536,0
2001,5.9,91,1,27.09,3,2.7,31.54,15.299322289156631,0
1968,8.5,165,1,5.32,4,4.0,8.324000000000002,15.294681360804981,0
1992,5.1,118,1,21.45,3,2.7,55.821538461538466,15.286851169972678,0
2012,6.4,99,4,35.07,5,0.52,22.315,15.274794955005703,0
2007,7.4,114,1,31.66,5,0.5,31.66,15.269427504984707,0
2003,6.2,89,1,28.08,6,2.2,16.976666666666667,15.2643261608154,0
1987,5.3,106,1,17.34,6,3.7,17.34,15.26072607260726,0
2019,6.1,87,16,39.01,6,8.4,23.715,15.258700689627297,0
2008,5.7,110,9,32.85,6,10.3,45.75,15.257602675305677,0
1998,7.3,91,8,24.79,2,2.9,36.326,15.207811461581716,0
2014,7.7,123,1,35.89,1,5.7,35.89,15.160336718020131,0
2013,5.8,100,16,35.27,5,8.0,23.400000000000002,15.140127741697777,0
1987,7.2,113,16,17.19,8,9.7,27.655714285714286,15.128712871287131,0
1981,7.4,108,16,13.75,10,5.5,42.085384615384605,15.122353588122078,0
2009,6.2,94,18,32.43,2,1.5,32.43,15.116273649766706,0
2005,3.7,100,16,29.51,8,9.0,29.51,15.110731811393213,0
2016,7.3,116,17,36.26,6,10.3,125.1325,15.107640899792093,0
2009,7.7,95,4,32.39,2,5.7,130.51749999999998,15.097628847238473,0
1989,7.1,113,4,18.67,6,10.4,42.085384615384605,15.060500134444746,0
2010,6.5,129,4,32.75,5,7.3,62.776666666666664,15.019112106780153,0
2004,6.2,97,9,28.33,6,10.3,113.08800000000001,14.998676431659753,0
2005,6.2,101,4,29.26,6,2.2,234.0025,14.982718156603367,0
2010,5.5,91,9,32.67,2,5.5,45.080000000000005,14.982424199343743,0
2008,3.8,87,4,32.24,2,5.52,32.24,14.974280372963623,0
1963,7.3,104,1,4.58,6,3.1,4.58,14.955102040816326,0
1994,6.7,97,9,22.15,2,5.7,22.15,14.943498060381174,0
2016,6.0,97,4,35.82,8,9.7,29.455,14.92431596885143,0
1982,5.1,98,0,14.4,8,9.5,14.4,14.922279792746115,0
2004,5.8,111,1,28.18,2,5.51,20.59,14.919262331245035,0
1988,6.9,120,1,17.64,10,5.5,10.331999999999999,14.916496370939331,0
2005,6.8,135,16,29.08,5,0.51,119.69,14.890548325154679,0
1986,4.7,110,1,16.3,6,2.2,16.3,14.871132061126739,0
1975,6.2,80,0,8.0,6,2.8,8.0,14.86528336946423,0
1994,6.3,123,16,22.01,5,8.2,63.30800000000001,14.849047056839263,0
2008,7.1,112,4,31.97,2,5.7,31.97,14.848875419467959,0
2010,6.7,112,4,32.37,2,5.7,48.411,14.844844546457207,0
2000,8.4,113,4,25.54,9,8.5,187.57454545454547,14.831591173054589,0
2016,5.9,102,16,35.59,2,2.9,17.810000000000002,14.8284870276779,0
2009,6.1,111,9,31.81,6,8.51,18.2275,14.82727921057906,0
2015,5.7,111,1,35.09,6,2.2,37.95,14.804845222072679,0
2009,7.0,79,9,31.74,0,3.6,31.74,14.79465080615465,0
1986,5.5,106,16,16.21,6,10.8,15.025,14.789021516003952,0
2017,6.2,111,18,36.25,6,8.5,19.35,14.788700073263561,0
2008,7.5,128,16,31.84,1,5.0,27.390909090909098,14.788495256673748,0
2009,6.7,117,9,31.67,1,0.53,37.95,14.762022401730238,0
1997,5.7,95,8,23.69,2,0.5,36.15714285714286,14.758592046516458,0
2008,6.0,104,4,31.72,6,8.54,74.375,14.732759721786786,0
1993,5.4,88,1,21.27,2,7.5,78.27000000000001,14.723968849149122,0
1989,7.8,104,0,18.25,2,5.0,13.9725,14.721699381554181,0
2005,7.3,114,4,28.75,1,10.4,38.82,14.721570300832084,0
2011,6.0,114,9,33.05,5,8.5,33.242000000000004,14.69286140326829,0
2011,5.7,110,4,33.04,2,5.5,33.04,14.68841575685278,0
2016,6.2,99,16,35.14,5,8.5,31.42,14.640995621034039,0
2008,6.6,90,9,31.49,2,0.53,31.49,14.625933279920112,0
1996,5.4,104,8,22.94,6,2.7,21.520000000000003,14.62543831686325,0
1999,7.2,117,18,24.36,6,10.4,30.055,14.624043223773073,0
2003,6.5,137,18,26.9,3,4.5,95.35095238095236,14.622876557191391,0
2000,6.3,110,18,25.17,2,10.4,32.7025,14.616724738675963,0
2008,6.5,101,16,31.46,2,5.5,18.791818181818183,14.611999396198371,0
2007,7.5,126,9,30.23,1,5.7,36.330000000000005,14.579747109149958,0
2015,7.1,123,9,34.54,1,5.3,34.54,14.572794356522948,0
2002,6.4,110,18,26.2,6,10.4,62.776666666666664,14.565670604586517,0
2015,5.1,87,9,34.51,6,10.3,75.548,14.56013703658387,0
2016,5.2,112,4,34.92,6,3.8,17.545,14.549333155563707,0
1984,6.0,114,4,15.1,6,8.3,25.1,14.535536659714424,0
2008,6.0,114,9,31.2,2,5.7,33.91166666666667,14.491239070609954,0
2014,6.6,103,18,34.29,2,5.0,104.32916666666667,14.484478853745061,0
2010,6.4,104,10,31.58,2,5.5,31.58,14.482551460522664,0
2001,4.8,95,4,25.64,6,2.2,40.21333333333333,14.480421686746991,0
2018,6.3,104,4,36.34,6,9.7,61.76714285714286,14.471927950985004,0
2010,7.5,112,1,31.49,6,2.5,40.5,14.441277564656701,0
2018,5.3,94,16,36.25,1,8.52,62.776666666666664,14.436086632449266,0
2013,5.6,96,16,33.62,6,2.2,78.91333333333334,14.431842775046192,0
2003,6.4,98,18,26.54,6,10.4,72.94714285714285,14.427180067950168,0
2001,5.9,131,18,25.54,5,0.52,35.355714285714285,14.423945783132533,0
2002,7.3,123,4,25.89,1,5.7,25.115000000000002,14.39332870048645,0
2018,6.1,94,16,36.11,6,8.5,71.42299999999999,14.380333470282567,0
1992,7.0,95,18,20.15,6,10.4,20.655,14.360375341489483,0
