Year,Rating,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,dir_numeric,Adjusted_Total,discrete
1982,6.9,129,16,39.57,6,3.7,38.975,41.00518134715026,0
1990,5.4,81,1,53.47,2,0.5,84.20769230769231,40.92352828624274,0
2017,6.7,141,16,100.23,6,2.2,85.06199999999998,40.89024574739881,0
2000,6.0,99,16,70.33,6,10.8,71.512,40.84204413472707,0
2012,7.3,138,4,93.77,5,8.5,129.74625,40.84167444912702,0
1987,8.3,116,4,46.36,5,1.5,27.401428571428575,40.8008800880088,0
2006,5.6,93,1,82.23,3,10.3,104.32916666666667,40.79037658633376,0
2013,7.5,128,9,95.0,1,5.3,58.7425,40.780043534485074,0
1990,6.5,109,4,53.21,2,8.7,63.142500000000005,40.72453600357166,0
1992,5.7,87,1,57.11,2,5.1,72.71666666666667,40.700795818980865,0
1998,6.6,128,1,66.31,3,2.7,104.26166666666666,40.67890189663105,0
1988,7.4,69,1,48.09,0,5.2,35.23666666666667,40.6652103445846,0
2018,6.7,121,4,102.08,6,10.8,64.88636363636364,40.652019956977135,0
2008,6.9,111,16,87.34,6,10.3,50.56666666666667,40.56618014189338,0
2006,7.3,120,1,81.61,3,5.1,63.142500000000005,40.48282419081476,0
2000,6.1,104,1,69.69,2,7.1,102.13899999999998,40.470383275261334,0
2001,6.7,97,16,71.54,2,5.7,47.895,40.402861445783145,0
1998,7.0,121,1,65.71,2,5.7,82.61,40.31082255508409,0
2001,5.3,83,11,71.31,2,8.0,89.4525,40.27296686746989,0
1991,6.3,104,0,54.83,2,5.7,28.75714285714286,40.259438291623326,0
1997,8.2,138,16,64.62,10,5.5,61.41166666666667,40.25750181704912,0
2018,6.1,107,4,101.03,6,3.8,120.02666666666669,40.233871240726884,0
2000,5.9,124,4,69.24,6,5.2,75.84222222222222,40.20905923344949,0
1993,6.7,115,16,58.06,6,8.51,58.06,40.191520046149414,0
1989,7.2,107,1,49.8,2,2.5,40.214999999999996,40.17208927130949,0
1999,5.8,122,18,66.89,6,7.7,37.27,40.15608584721597,0
2001,6.8,124,4,71.07,6,10.4,50.799,40.13742469879518,0
2018,4.5,105,17,100.41,5,8.53,47.07666666666666,39.98696437970292,0
2021,8.0,155,4,108.33,6,5.2,59.527142857142856,39.97863230120704,0
1966,7.5,126,0,12.97,5,4.1,12.97,39.95892169448011,0
2013,6.6,109,16,93.05,6,5.4,80.08999999999999,39.94297948298775,0
2013,6.6,109,16,93.05,6,5.4,80.08999999999999,39.94297948298775,0
1999,6.7,118,16,66.52,10,5.5,61.357777777777784,39.93396368002401,0
2004,5.0,80,1,75.37,0,2.2,56.705,39.90293832171534,0
2002,7.0,116,4,71.76,10,8.52,60.220000000000006,39.894371091035445,0
1964,7.4,102,8,12.37,2,9.0,24.7275,39.88178398710371,0
2004,7.7,152,16,75.33,1,0.53,49.31285714285715,39.881761228271415,0
1992,6.3,102,1,55.96,5,2.5,32.2225,39.881221047630355,0
1990,7.8,121,1,52.1,1,5.0,76.1925,39.87499202755278,0
2012,6.5,123,9,91.55,2,5.5,92.25999999999999,39.87474987541408,0
1999,6.5,97,16,66.38,2,2.9,50.799,39.849917454600025,0
2006,6.2,108,16,80.24,10,8.5,76.86,39.80323260716795,0
2000,6.5,93,16,68.54,2,2.9,137.317,39.80255516840884,0
1997,6.4,90,9,63.86,2,5.5,50.799,39.78403073408784,0
2006,5.8,92,8,80.2,2,0.52,47.36666666666667,39.783390517134464,0
1986,5.3,83,1,43.58,2,2.9,43.58,39.75975062723332,0
2000,6.1,98,9,68.38,2,5.52,116.98666666666666,39.7096399535424,0
1993,5.6,107,1,57.32,2,0.5,57.32,39.67926160946064,0
2007,7.2,96,1,82.27,5,7.1,82.27,39.67832598973758,0
2007,6.3,115,16,82.16,0,3.6,129.74625,39.625273651596444,0
1997,7.6,126,4,63.54,6,3.8,30.334545454545456,39.58467448863047,0
1992,6.4,114,16,55.47,6,8.3,86.519,39.532010927663606,0
2018,7.2,104,1,99.22,3,2.7,68.11,39.513062501285965,0
1963,8.2,172,1,12.1,3,2.53,8.504999999999999,39.51020408163265,0
2004,6.5,115,4,74.54,6,8.52,74.54,39.4635136327539,0
2015,6.4,130,8,93.44,6,3.1,239.20400000000004,39.423332503575686,0
1988,6.7,120,1,46.62,6,10.4,44.175,39.42216898033965,0
1995,5.8,108,16,60.07,6,8.3,36.1,39.42032155747566,0
2001,6.5,99,16,69.77,6,10.8,41.78600000000001,39.403237951807235,0
2011,7.1,120,1,88.63,3,2.1,69.3325,39.40176418068589,0
1984,6.6,90,4,40.9,2,2.9,40.9,39.37108936306755,0
1999,5.7,88,16,65.54,2,5.5,121.356,39.34564010205613,0
2009,7.4,109,18,83.82,2,5.7,52.60375,39.0701836979169,0
2004,5.4,99,1,73.78,2,0.5,83.695,39.061148857319324,0
2005,5.4,110,16,76.23,8,9.0,76.23,39.0339236185193,0
1986,6.8,130,16,42.72,5,1.5,62.776666666666664,38.975138751615596,0
2014,6.9,106,4,92.17,6,9.7,61.76714285714286,38.93363709389567,0
2016,6.8,132,4,93.43,6,3.5,64.88636363636364,38.92738249496899,0
2005,7.0,121,16,75.98,6,7.7,211.64000000000001,38.90590996372946,0
2000,4.8,100,0,66.96,3,2.1,76.70666666666666,38.88501742160279,0
2010,5.7,91,4,84.75,8,9.0,84.75,38.86625194044635,0
2013,5.7,91,1,90.29,0,2.2,90.29,38.75821190240693,0
1980,7.1,104,16,31.9,10,5.5,42.085384615384605,38.70967741935484,0
1987,7.7,163,1,43.98,1,2.53,17.552,38.70627062706271,0
1994,5.6,110,4,57.36,6,8.52,57.36,38.697925451172196,0
1984,6.7,116,0,40.2,3,9.5,37.27,38.69725653778278,0
2007,6.8,105,16,80.21,10,5.5,48.78666666666667,38.68480038454906,0
2014,5.8,99,4,91.44,1,5.1,71.56,38.625276943320166,0
1996,5.7,89,1,60.57,3,2.1,72.71666666666667,38.616512591648075,0
1988,6.8,107,4,45.66,6,4.0,27.284999999999997,38.61038686491438,0
1971,7.7,104,16,15.63,6,10.4,22.919999999999998,38.6005350895246,0
1987,7.3,126,16,43.85,10,5.0,50.368,38.591859185918594,0
2008,7.1,121,4,83.08,5,1.57,135.857,38.58756865340625,0
1997,6.5,98,1,61.92,2,2.9,152.93800000000002,38.575433496002496,0
2000,7.3,136,1,66.4,5,5.0,27.390909090909098,38.55981416957028,0
1985,7.3,115,4,41.41,5,4.0,62.776666666666664,38.49705608924698,0
2014,8.0,114,4,91.13,1,8.52,64.11333333333333,38.49432948211687,0
1981,7.3,140,16,34.97,3,5.8,18.58666666666667,38.46026945284575,0
2005,6.7,119,16,75.07,5,8.7,93.14999999999999,38.43994026029442,0
1996,6.1,96,4,60.24,2,8.52,54.0,38.406120497290416,0
2013,6.4,150,4,89.3,6,3.5,152.93800000000002,38.33324092241597,0
1999,6.7,108,0,63.84,2,10.4,42.47666666666667,38.32507879333633,0
1997,6.2,116,16,61.36,6,3.3,61.357777777777784,38.22656006645209,0
2013,7.0,124,4,89.02,6,3.8,93.14,38.213047109893274,0
1976,7.4,125,16,21.71,10,8.52,33.25,38.14907014204129,0
2015,6.0,100,18,90.41,2,10.0,60.489999999999995,38.144943189729005,0
2005,6.8,109,4,74.49,6,10.4,71.512,38.142948581181976,0
2003,8.2,111,16,70.1,6,10.4,85.19,38.10645526613816,0
1999,5.9,95,4,63.37,2,5.5,34.144999999999996,38.042923607984385,0
1985,7.0,91,1,40.9,3,2.1,105.07529411764706,38.02293151533933,0
2016,5.9,102,1,91.22,6,10.3,92.25999999999999,38.00659136456247,0
2011,7.0,127,4,85.47,6,5.4,104.32916666666667,37.99693991338399,0
1997,7.5,144,16,60.98,5,9.7,49.31285714285715,37.989824524971446,0
2019,7.4,122,4,96.85,5,5.5,96.85,37.88272652628566,0
2015,6.3,126,4,89.76,6,3.8,148.06,37.87070125771569,0
2004,7.5,127,18,71.5,2,5.7,46.01333333333333,37.85405453101561,0
2012,6.1,85,16,86.91,2,2.9,121.71333333333334,37.8537904060321,0
1989,6.8,103,16,46.91,2,10.0,76.655,37.84081742403872,0
1986,6.4,103,1,41.38,2,5.8,54.845454545454544,37.75260396867635,0
2001,6.1,123,18,66.81,3,10.3,152.93800000000002,37.73155120481928,0
1992,7.6,120,4,52.93,2,10.0,31.237499999999997,37.721819693550295,0
1997,6.6,115,16,60.53,10,5.5,37.132,37.70947980479701,0
2014,6.0,108,16,89.26,6,10.8,74.375,37.70442060324539,0
2008,6.8,123,17,81.16,10,2.53,60.14857142857142,37.69580009521487,0
2019,7.3,121,16,96.37,1,5.1,56.08,37.69497527452916,0
1996,6.6,116,4,59.03,6,5.5,48.411,37.63468281797897,0
1987,5.9,90,8,42.72,2,7.3,42.72,37.5973597359736,0
2017,8.0,164,4,92.05,6,5.5,59.527142857142856,37.55309908259064,0
2017,7.4,122,16,92.03,6,10.8,131.525,37.5449397997916,0
2004,5.7,109,16,70.83,2,10.0,89.4525,37.49933821582987,0
1995,8.0,129,16,57.14,9,8.51,21.6,37.49753910095154,0
2002,7.2,118,4,67.36,5,9.7,187.57454545454547,37.448227936066715,0
2010,6.8,98,4,81.56,6,8.5,67.63933333333333,37.40332163141952,0
1996,5.8,113,9,58.62,2,5.8,54.845454545454544,37.37328657953459,0
1993,6.3,105,1,53.9,6,2.2,48.19222222222222,37.311796942601674,0
2008,6.1,99,4,80.28,2,5.5,80.28,37.28707283937715,0
1989,6.6,125,16,46.21,6,10.8,77.35947368421053,37.27614950255445,0
2009,6.2,121,4,79.96,6,9.5,64.196,37.27096025394221,0
2021,6.3,113,4,100.92,6,8.51,40.67333333333333,37.244009709570896,0
2008,6.1,88,4,80.17,6,3.8,58.569,37.235981932397436,0
2005,6.4,128,14,72.71,10,9.7,91.18285714285712,37.23149135907829,0
1963,7.6,119,16,11.4,5,8.5,16.8,37.22448979591837,0
2008,7.0,85,16,80.05,6,8.3,111.9025,37.18024639751047,0
2016,7.1,88,16,89.22,10,8.7,52.03,37.173296223923074,0
1995,6.9,97,1,56.63,2,5.5,56.05333333333334,37.162856830362024,0
2002,6.5,98,18,66.82,5,8.5,71.30666666666666,37.14801945795691,0
2011,5.7,116,4,83.55,6,3.8,97.7425,37.143375801605615,0
1986,6.6,98,1,40.7,2,0.52,55.62,37.13221318330419,0
2011,6.0,110,16,83.5,6,5.8,44.866,37.121147569528055,0
1993,6.0,103,8,53.58,2,7.1,53.58,37.09027978079031,0
2009,4.5,102,0,79.57,2,5.1,39.352,37.08917342929191,0
2012,6.6,103,16,85.02,6,8.54,64.20142857142856,37.03059786354675,0
1984,6.3,105,0,38.44,2,2.9,38.44,37.00304829135248,0
1984,8.1,107,4,38.4,6,7.5,278.42571428571426,36.964543558479065,0
2010,5.8,133,4,80.57,1,5.7,80.57,36.94930877689394,0
1984,6.3,114,1,38.38,6,8.52,38.975,36.94529119204236,0
1993,4.9,89,1,53.35,2,5.51,43.23,36.93106432073839,0
1986,6.7,97,4,40.47,2,5.7,35.80428571428572,36.922375123545955,0
1986,7.6,96,16,40.46,5,8.3,11.234166666666665,36.91325172964342,0
2008,5.5,104,1,79.37,3,5.4,93.14999999999999,36.8644116998177,0
1998,6.0,114,4,60.05,5,5.5,60.05,36.838607433157804,0
2015,6.0,118,18,87.04,2,2.9,76.02000000000001,36.72310424990612,0
2011,7.3,115,16,82.58,2,5.0,46.01333333333333,36.712148099300926,0
2010,6.3,108,1,80.01,5,9.2,40.78909090909091,36.69249342483909,0
1992,7.1,126,1,51.43,2,10.4,78.25666666666667,36.65280912222354,0
2003,7.0,117,8,67.41,3,2.7,67.1,36.64416761041902,0
1986,7.9,107,0,40.08,2,5.0,13.9725,36.566562761347214,0
2006,6.6,91,4,73.66,0,2.1,73.66,36.539208796659906,0
2012,5.7,99,4,83.67,6,3.7,97.7425,36.44260319034294,0
1980,7.3,109,0,30.03,3,2.0,30.03,36.44048943270301,0
1999,7.1,114,16,60.65,6,2.2,84.28500000000001,36.41002551403271,0
2003,4.4,89,1,66.93,6,2.2,63.86,36.383238958097394,0
2016,6.7,127,1,87.24,3,5.1,105.07529411764706,36.348334034690076,0
1990,4.6,81,1,47.49,2,5.51,56.05333333333334,36.34670578480771,0
2014,5.3,118,1,85.91,2,5.1,66.518,36.28934319991946,0
1990,5.8,96,16,47.41,6,10.4,47.41,36.285477390139675,0
2014,7.5,134,16,85.82,6,5.9,82.03166666666667,36.251326195053984,0
1973,6.9,88,1,16.06,6,8.51,16.06,36.17117117117116,0
1973,7.8,143,16,16.06,10,8.52,22.205,36.17117117117116,0
1992,6.5,104,8,50.75,2,5.1,48.19222222222222,36.1681909965554,0
2002,7.2,125,1,65.02,5,5.0,46.01333333333333,36.14732453092425,0
2003,5.8,110,4,66.47,6,3.7,68.28,36.13318233295583,0
2002,5.5,77,1,64.96,0,2.2,74.07333333333332,36.11396803335649,0
2005,8.2,132,4,70.51,6,5.4,41.54333333333334,36.104971196927664,0
2006,5.6,90,8,72.78,0,2.2,60.415000000000006,36.10268281592327,0
1985,6.5,102,1,38.8,2,2.9,36.931250000000006,36.07065385807252,0
1996,6.5,133,1,56.57,6,8.54,52.330000000000005,36.066305387312724,0
1991,6.8,136,18,49.11,1,10.4,55.821538461538466,36.05947500458912,0
2003,8.0,125,1,66.26,3,5.8,105.07529411764706,36.01902604756512,0
2009,6.7,101,1,77.23,3,5.1,36.977500000000006,35.99845248139016,0
2016,7.3,128,17,86.26,6,8.5,45.002500000000005,35.94001941577679,0
1997,8.6,116,1,57.6,2,5.7,57.6,35.8841241823279,0
2013,6.5,106,16,83.59,8,9.7,127.54222222222221,35.882145674185345,0
1990,8.7,145,16,46.84,1,10.4,47.43857142857142,35.84922507812999,0
1986,6.5,104,1,39.25,2,4.0,48.604000000000006,35.80932106743708,0
1996,7.7,129,16,56.12,10,5.5,35.51833333333334,35.779407076824995,0
2013,7.5,125,1,83.3,1,2.7,106.9125,35.75765922550112,0
2011,5.2,102,1,80.36,2,7.1,82.15,35.72521459505718,0
2014,4.9,97,18,84.53,2,5.5,66.89333333333333,35.70641579198222,0
2003,5.5,117,4,65.66,6,3.7,113.72999999999999,35.69286523216308,0
2008,6.1,111,4,76.81,2,5.5,75.548,35.67538695556252,0
2013,6.4,96,1,83.03,0,2.2,78.475,35.64175804913995,0
2004,6.7,136,4,67.29,6,1.3,99.68375,35.62516544604253,0
2000,6.4,128,1,61.34,5,2.57,22.919999999999998,35.62137049941929,0
2000,6.4,107,18,61.33,10,8.3,44.866,35.61556329849013,0
2014,5.4,99,16,84.27,8,9.7,84.27,35.59658888903751,0
2006,5.5,99,8,71.73,3,2.1,130.02125,35.58182795254433,0
1994,7.1,117,16,52.7,2,5.7,91.27499999999999,35.5540563332771,0
1988,7.4,110,1,42.04,2,10.0,50.799,35.54929180466493,0
1963,7.0,115,0,10.88,2,10.2,24.7275,35.5265306122449,0
2011,7.2,146,1,79.88,6,5.2,138.73962962962963,35.511823567112586,0
1993,5.6,94,1,51.27,2,0.5,36.47,35.49120276896453,0
2014,6.0,109,16,83.91,2,5.5,60.220000000000006,35.444520869575626,0
2010,6.7,117,17,77.22,6,8.54,43.730000000000004,35.4130026529943,0
1989,6.4,122,1,43.86,5,7.3,138.73962962962963,35.38047862328583,0
1973,7.4,105,16,15.7,5,4.3,62.776666666666664,35.36036036036035,0
1986,7.1,94,4,38.75,2,8.1,50.799,35.35315137231049,0
2000,5.7,100,4,60.79,2,0.53,63.86,35.30197444831592,0
2005,5.9,105,9,68.92,2,5.5,68.92,35.29080435246426,0
2004,5.8,91,9,66.64,5,9.5,62.0375,35.281037677578745,0
1987,6.6,107,1,40.05,2,5.5,33.21,35.24752475247524,0
2009,7.6,88,16,75.59,6,8.2,89.05600000000001,35.234015577732514,0
1995,6.3,127,8,53.67,2,5.7,91.18285714285712,35.220387181450285,0
2008,7.0,120,4,75.75,6,3.7,50.385555555555555,35.18305639739437,0
2005,6.0,124,9,68.67,6,2.2,48.02,35.16279069767441,0
1985,6.3,110,1,37.8,5,5.5,54.09571428571428,35.140997830802604,0
2017,3.3,86,4,86.09,0,2.2,86.09,35.121632808476136,0
2009,7.7,100,1,75.29,0,5.1,59.76666666666667,35.09417955877075,0
1998,6.5,131,16,57.17,6,10.8,52.330000000000005,35.071826593732425,0
1988,6.5,91,0,41.46,2,2.9,35.80428571428572,35.05884010992883,0
2004,8.0,137,16,66.21,6,10.8,85.19,35.05338392305655,0
2010,6.3,109,4,76.42,6,2.2,89.905,35.04612357863021,0
1991,6.6,97,18,47.62,6,10.4,47.62,34.96542862387567,0
1990,5.8,117,16,45.68,6,10.6,130.55333333333334,34.96141335544359,0
1999,6.9,132,4,58.22,5,7.5,119.69,34.951223172745,0
1998,6.5,132,16,56.97,6,5.2,71.56,34.949133479883436,0
2004,6.6,129,17,65.96,5,9.5,71.705,34.92102708903202,0
1994,6.3,82,1,51.76,2,5.51,68.61333333333333,34.91988530949569,0
1988,6.0,115,16,41.29,10,5.7,41.29,34.91508702698894,0
1989,6.0,101,1,43.25,6,10.3,43.23,34.888410863135256,0
2012,7.0,130,4,80.07,6,9.7,125.3325,34.87461739513277,0
1983,6.5,113,16,34.73,10,8.5,34.73,34.86947791164658,0
2006,6.0,129,1,70.28,5,1.57,50.368,34.862552188830556,0
2006,7.1,102,1,70.27,6,5.3,93.80199999999999,34.85759166632218,0
1981,6.8,92,16,31.67,2,1.51,46.03000000000001,34.83090459169645,0
2017,5.9,124,4,85.36,6,3.7,53.855000000000004,34.8238189863111,0
2006,4.7,99,1,70.17,2,10.0,47.72666666666667,34.80798644123848,0
2014,6.4,104,18,82.39,6,10.3,48.4425,34.80245589851431,0
1998,6.6,115,1,56.7,5,5.0,31.985,34.78349777618731,0
2007,5.6,116,1,72.01,2,7.1,85.214,34.72998972311904,0
2012,6.2,113,16,79.73,2,7.7,105.07529411764706,34.72652984780738,0
2007,6.8,104,16,71.99,7,8.5,33.242000000000004,34.72034384345701,0
2003,6.5,117,4,63.86,5,5.0,91.27499999999999,34.714382785956964,0
2011,6.2,104,16,78.05,6,10.3,113.08800000000001,34.69827027307383,0
1993,6.4,130,1,50.02,6,2.2,72.94714285714285,34.62590135563889,0
1999,7.4,126,4,57.55,5,5.5,40.78909090909091,34.54900195107308,0
1994,6.5,83,16,51.13,2,10.0,91.24777777777778,34.494855793557086,0
2011,7.3,107,1,77.59,0,3.6,138.73962962962963,34.493770537960266,0
2015,6.3,131,4,81.7,6,3.8,80.72,34.47010130075058,0
2005,7.3,136,9,67.26,1,5.3,63.43666666666667,34.440793684659695,0
2017,6.7,108,4,84.41,0,2.2,138.725,34.43625305335661,0
2015,6.3,115,16,81.48,2,2.9,114.48,34.37728095453069,0
1996,6.4,135,4,53.85,2,5.7,52.75,34.33216448836468,0
1992,7.7,202,1,48.17,1,2.53,33.698750000000004,34.32949281387337,0
1991,6.5,108,1,46.7,6,3.1,99.68375,34.289910053233804,0
1997,5.2,96,16,54.97,6,8.3,54.97,34.24566503997508,0
1997,6.4,124,16,54.93,6,10.4,28.75714285714286,34.22074550929291,0
1986,6.4,91,1,37.5,2,2.9,28.923333333333332,34.212727134494024,0
1994,7.5,102,16,50.69,6,10.4,64.196,34.19800978242536,0
1982,6.7,96,1,33.0,6,3.8,33.0,34.196891191709845,0
2016,5.9,112,4,82.05,6,2.2,82.05,34.18593314473087,0
2009,7.4,109,16,73.34,6,10.4,88.98444444444445,34.18524543551928,0
1992,6.4,107,18,47.92,5,8.5,39.935,34.151324385318915,0
1997,7.3,129,16,54.81,6,3.8,63.32285714285714,34.1459869172464,0
2001,5.3,103,1,60.4,2,5.5,83.56777777777778,34.11144578313254,0
1998,6.1,98,1,55.59,10,9.7,42.085384615384605,34.10255099432544,0
2004,7.4,135,1,64.38,1,2.53,45.002500000000005,34.084531897996996,0
1982,8.1,117,4,32.87,6,5.4,77.35947368421053,34.0621761658031,0
1998,6.9,113,9,55.49,5,7.3,55.49,34.04120443740094,0
1994,7.2,119,16,50.28,6,10.4,50.368,33.92140327205262,0
1994,6.2,102,8,50.24,2,7.1,40.0,33.894417271040645,0
2018,8.2,130,4,85.08,1,2.7,85.08,33.8819931224492,0
1993,6.8,94,4,48.92,2,7.0,130.02125,33.86443611191232,0
2005,4.9,101,1,66.02,3,2.1,33.805,33.80584595690206,0
2015,6.3,103,4,80.08,3,2.5,88.99000000000001,33.786606024040466,0
1994,7.3,115,1,50.08,5,5.51,50.08,33.786473266992736,0
1990,6.5,104,16,44.14,6,4.0,32.093333333333334,33.782766758084065,0
2012,6.0,105,8,77.27,2,0.5,55.695,33.65507288774709,0
2011,6.8,106,1,75.66,5,8.5,59.36888888888888,33.635760779766386,0
1981,7.5,97,16,30.57,2,8.0,48.604000000000006,33.621116304646684,0
2011,7.1,124,8,75.62,2,5.1,56.22375,33.61797819410434,0
2011,7.6,133,7,75.61,1,5.3,38.82,33.61353254768882,0
2008,6.6,90,16,72.27,6,10.4,42.839999999999996,33.56672588567248,0
1997,7.0,94,4,53.88,3,2.0,121.71333333333334,33.56660782888589,0
1987,6.6,101,16,38.12,6,8.51,38.12,33.548954895489544,0
1987,7.1,96,4,38.12,3,2.8,46.03000000000001,33.548954895489544,0
1998,6.2,108,4,54.68,6,2.2,66.335,33.54429732631255,0
2019,7.3,122,4,85.71,6,3.8,52.63416666666666,33.5253328917702,0
2010,5.9,114,9,73.03,2,2.9,121.71333333333334,33.49147350101235,0
1999,7.5,159,17,55.69,5,9.7,27.401428571428575,33.43238781329731,0
2017,7.2,116,4,81.9,1,2.53,138.73962962962963,33.412263062076846,0
1984,7.8,141,16,34.7,1,2.53,25.96,33.402855767688116,0
1993,6.2,95,1,48.2,2,0.5,48.2,33.36602249783675,0
2001,6.4,106,4,59.07,6,8.52,48.54600000000001,33.36031626506025,0
1991,7.5,130,4,45.36,3,10.4,77.35947368421053,33.306002569907605,0
1999,6.0,107,4,55.47,2,5.7,88.5575,33.30031517334533,0
2009,7.0,105,16,71.44,2,5.5,73.28666666666666,33.2996173154281,0
2000,6.1,98,18,57.33,2,2.9,73.85,33.29268292682927,0
1995,5.9,114,1,50.73,6,10.4,33.19,33.29104232746363,0
2000,6.7,98,16,57.26,2,10.0,31.237499999999997,33.25203252032521,0
2015,5.6,105,9,78.75,6,2.5,119.69,33.22546484007476,0
2008,6.5,96,1,71.2,6,5.2,58.10625,33.06975069959708,0
2000,6.6,110,4,56.94,6,2.2,61.24666666666667,33.06620209059234,0
2016,6.0,108,16,79.21,6,8.3,75.585,33.002654045022936,0
2011,3.3,91,4,74.16,2,2.9,84.20769230769231,32.96891381743953,0
2014,6.1,118,1,78.03,2,2.53,33.91166666666667,32.96074321836475,0
2003,6.2,114,4,60.48,6,2.2,85.214,32.87701019252548,0
1969,7.9,145,16,12.06,6,3.5,24.395,32.8759654702408,0
2001,6.7,157,4,58.2,1,5.3,51.888999999999996,32.86897590361447,0
2011,7.5,126,1,73.86,3,5.1,47.43857142857142,32.83554442497416,0
1995,5.5,100,16,50.02,6,8.54,32.093333333333334,32.82511210762332,0
1995,6.7,102,4,50.01,5,5.5,50.01,32.818549710160774,0
1996,6.4,103,4,51.37,6,3.7,66.72571428571429,32.75103602167677,0
2005,6.3,100,1,63.95,6,2.1,121.356,32.74589289524215,0
2017,5.4,110,16,80.1,6,3.7,46.254999999999995,32.67792761016307,0
1989,6.9,90,1,40.49,3,2.3,48.19222222222222,32.662005915568706,0
2003,7.1,92,18,60.06,2,10.4,33.14,32.648697621744056,0
1985,6.7,90,4,35.1,6,8.54,25.1,32.63092655717385,0
2008,5.7,112,9,70.23,6,2.2,82.61,32.61922179259414,0
2001,4.8,84,9,57.74,2,7.5,48.4425,32.60918674698796,0
2020,6.0,109,16,84.16,6,2.2,84.16,32.51791685958939,0
2000,6.1,115,16,55.97,6,10.8,47.48,32.502903600464585,0
2008,7.6,123,4,69.95,5,5.0,82.20666666666666,32.48917221119123,0
1988,7.5,126,16,38.41,6,10.3,77.55199999999999,32.47974068071313,0
2013,6.7,109,16,75.61,6,8.5,54.2675,32.456622017288595,0
2003,7.6,135,16,59.7,2,5.7,27.67,32.45300113250283,0
2003,5.8,98,16,59.69,8,9.7,20.79,32.4475651189128,0
2004,7.2,118,4,61.26,6,5.3,71.42299999999999,32.43271860937086,0
2001,7.6,127,4,57.39,5,0.51,61.974000000000004,32.41152108433736,0
2006,6.5,104,1,65.33,10,0.53,75.548,32.40709354718697,0
1979,5.3,156,16,23.44,5,1.5,23.44,32.2976231484671,0
1991,5.9,103,1,43.88,2,5.8,43.88,32.219298782353306,0
2014,7.3,95,1,76.27,3,2.1,58.355,32.217299567662174,0
2007,7.0,102,4,66.66,1,2.7,62.83888888888888,32.14971691352749,0
2016,6.2,113,1,77.04,3,7.1,69.3325,32.098528817429205,0
2005,7.0,125,18,62.66,1,5.9,124.15375,32.08534243652655,0
1988,6.2,91,16,37.9,6,9.4,37.9,32.04848143189346,0
2001,6.4,112,9,56.62,6,2.2,103.95,31.976656626506028,0
2015,7.1,121,4,75.76,2,5.0,104.26166666666666,31.963951952813506,0
2001,6.9,132,16,56.57,6,3.3,58.7425,31.948418674698804,0
1996,6.3,135,1,50.05,1,2.53,27.655714285714286,31.9094676442461,0
2005,4.8,102,4,62.25,2,7.3,98.81,31.87540004267121,0
1993,6.4,107,16,46.04,10,9.7,45.699999999999996,31.870781655610042,0
2012,6.6,132,4,73.08,6,3.8,148.445,31.830111642766372,0
2009,5.0,108,9,68.26,5,8.53,68.26,31.81735551443341,0
2021,7.3,134,0,86.1,3,10.3,32.86142857142857,31.774764526298593,0
2006,7.1,126,4,64.04,6,10.6,67.63933333333333,31.767186143607123,0
2016,6.7,102,4,76.23,6,2.2,29.703333333333333,31.76104428547026,0
1999,6.5,106,18,52.89,2,5.7,36.15714285714286,31.751463304817644,0
1999,5.5,105,16,52.89,2,5.5,52.89,31.751463304817644,0
1999,6.2,126,4,52.88,5,5.5,52.88,31.745460003001646,0
1991,7.2,122,16,43.22,6,10.8,35.973333333333336,31.734687633849358,0
2003,7.4,139,1,58.33,6,5.7,86.72333333333334,31.708267270668173,0
1994,6.4,111,1,46.82,3,10.8,61.41166666666667,31.58711418451678,0
1991,6.7,108,1,43.0,5,5.5,62.83888888888888,31.573150584348042,0
2005,8.0,144,4,61.65,1,5.7,95.35095238095236,31.568167271175586,0
2004,6.8,122,4,59.62,6,3.7,50.385555555555555,31.564457778169942,0
2002,5.9,96,1,56.68,6,3.8,34.015,31.510771369006253,0
2004,5.3,93,9,59.48,2,8.3,50.799,31.490337951116203,0
2006,6.0,132,18,63.45,6,10.7,51.888999999999996,31.474515315613242,0
1989,5.3,112,1,38.96,6,5.1,80.614,31.427803172895945,0
2016,6.5,112,16,75.4,10,5.5,72.745,31.41522680210491,0
2011,6.2,108,16,70.66,2,5.5,81.21249999999999,31.412937572010208,0
1992,5.9,84,4,44.07,6,10.8,44.07,31.40753058558023,0
2013,6.3,131,4,73.1,6,8.52,112.40500000000002,31.379170340745883,0
2006,6.9,136,4,63.22,2,5.5,104.26166666666666,31.360423297920708,0
2002,5.9,118,9,56.4,2,5.7,56.4,31.35510771369006,0
1990,5.3,104,4,40.95,5,2.5,80.614,31.341284520696476,0
2009,5.7,98,1,67.17,6,3.1,55.695,31.309284645538998,0
1996,7.5,147,4,49.1,10,8.52,55.821538461538466,31.30379343321646,0
2019,5.6,114,1,80.0,6,2.2,88.98444444444445,31.29187529275016,0
2008,6.8,99,4,67.29,2,2.9,28.270000000000007,31.253701187863587,0
1987,7.1,114,4,35.51,6,10.4,36.1,31.25192519251925,0
2004,7.3,101,16,59.02,6,8.0,146.73777777777778,31.246801376511073,0
1999,7.7,81,16,52.04,0,2.5,28.47,31.24118265045775,0
